Cluster,Centroid,Member,TC Name,Group Label
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_353,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_95,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_257,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_450,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_315,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_332,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_489,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_314,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_432,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - Actual MEP status is No, Expected is Yes",TC_DATA_SET_130,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_213,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_141,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_138,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_97,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_197,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_258,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_354,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_196,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_331,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_352,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_449,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_215,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - Actual MEP status is No, Expected is Yes",TC_DATA_SET_366,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_22,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_472,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_23,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_78,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_139,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_376,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_256,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_96,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_21,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - Actual MEP status is No, Expected is Yes",TC_DATA_SET_367,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_118,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - Actual MEP status is No, Expected is Yes",TC_DATA_SET_12,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_234,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_20,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - Actual MEP status is No, Expected is Yes",TC_DATA_SET_248,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_214,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - Actual MEP status is No, Expected is Yes",TC_DATA_SET_13,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_433,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_377,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_140,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_470,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_79,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_235,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - Actual MEP status is No, Expected is Yes",TC_DATA_SET_249,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_236,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_451,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_116,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - Actual MEP status is No, Expected is Yes",TC_DATA_SET_131,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_333,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not as expected,TC_DATA_SET_488,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_374,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_259,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes","        Unanalyzed - MEP status is No
",TC_DATA_SET_375,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_117,Group04
9,"        Unanalyzed - Actual MEP status is No, Expected is Yes",Unanalyzed - MEP status is not Yes,TC_DATA_SET_471,Group04
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_423,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_425,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_307,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_194,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Configuration of invalid interface reporting not failed,TC_DATA_SET_398,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_312,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_487,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_486,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_478,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_69,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_77,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_499,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Configuration of invalid interface reporting not failed,TC_DATA_SET_280,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_479,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_187,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_304,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_189,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_480,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_195,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_313,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Configuration of invalid interface reporting not failed,TC_DATA_SET_399,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Configuration of invalid interface reporting not failed,TC_DATA_SET_162,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_71,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_306,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Configuration of invalid interface reporting not failed,TC_DATA_SET_44,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Configuration of invalid interface reporting not failed,TC_DATA_SET_163,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_430,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_500,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_70,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_424,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_481,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_305,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_68,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_188,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_76,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting passed,TC_DATA_SET_501,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Configuration of invalid interface reporting not failed,TC_DATA_SET_45,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Configuration of invalid interface reporting not failed,TC_DATA_SET_281,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Invalid interface configuration reporting passed,TC_DATA_SET_431,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_186,Group09
5,Unanalyzed - Configuration of invalid interface reporting not failed,Unanalyzed - Configuration of invalid interface reporting not failed,TC_DATA_SET_422,Group09
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_154,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_343,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_456,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_156,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_385,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_457,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_346,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_390,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_153,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_228,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_383,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_266,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_157,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_110,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_148,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_230,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_152,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_225,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_29,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_34,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_105,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_345,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_32,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_344,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_37,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_348,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_39,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_466,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_151,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_106,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_339,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_268,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_388,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_391,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_382,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_36,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_31,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_112,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_270,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_271,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_149,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_111,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_102,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_462,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_28,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_349,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_264,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_147,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_467,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_275,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_103,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_146,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_231,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_463,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_342,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_113,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_465,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_392,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_389,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_30,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_221,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_222,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_458,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_461,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_220,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_226,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_38,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_273,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_155,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_459,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_109,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_272,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_150,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_227,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_464,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_104,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_33,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_107,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_340,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_387,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_229,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_338,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_35,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_224,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_386,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_269,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still zero,TC_DATA_SET_108,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is zero,TC_DATA_SET_347,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_274,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_223,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_341,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,TC_DATA_SET_393,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_384,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_267,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value = 0,TC_DATA_SET_265,Group07
2,Unanalyzed - Two-Way Frame Delay min value should be grather than 0,Unanalyzed - Two-Way Frame Delay min value is still 0,TC_DATA_SET_460,Group07
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_437,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_82,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_427,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3","Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",TC_DATA_SET_321,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_319,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Expected a minimum of 3 records,TC_DATA_SET_426,Group10
10,"Unanalyzed - Number of records not as expected. Actual: 2, Expect: 3",Unanalyzed - Number of records not as expected,TC_DATA_SET_492,Group10
